wav_relpath,gt_emotion,gt_sensitivity,arousal,dominance,valence
4.불안/0026_G2A3E4S0C0_JSH/0026_G2A3E4S0C0_JSH_000580.wav,Anxious,두렵다,0.5653,0.6009,0.4974
4.불안/0014_G2A3E4S0C0_ASH/0014_G2A3E4S0C0_ASH_001699.wav,Anxious,의심스럽다,0.5705,0.6123,0.4927
4.불안/0026_G2A3E4S0C0_JSH/0026_G2A3E4S0C0_JSH_001516.wav,Anxious,위험하다,0.4513,0.4764,0.3806
4.불안/0012_G1A2E4S0C0_CHY/0012_G1A2E4S0C0_CHY_000857.wav,Anxious,불확실하다,0.3658,0.4523,0.3931
4.불안/0012_G1A2E4S0C0_CHY/0012_G1A2E4S0C0_CHY_001435.wav,Anxious,아득하다,0.2118,0.3229,0.3526
4.불안/0007_G1A4E4S0C0_JYS/0007_G1A4E4S0C0_JYS_001058.wav,Anxious,수상하다,0.4874,0.5333,0.4808
4.불안/0014_G2A3E4S0C0_ASH/0014_G2A3E4S0C0_ASH_000284.wav,Anxious,꺼림칙하다,0.4639,0.5181,0.4327
4.불안/0007_G1A4E4S0C0_JYS/0007_G1A4E4S0C0_JYS_000382.wav,Anxious,다급하다,0.594,0.629,0.452
4.불안/0007_G1A4E4S0C0_JYS/0007_G1A4E4S0C0_JYS_000570.wav,Anxious,두렵다,0.6076,0.6089,0.4155
4.불안/0007_G1A4E4S0C0_JYS/0007_G1A4E4S0C0_JYS_001424.wav,Anxious,아득하다,0.4626,0.5274,0.4683
4.불안/0014_G2A3E4S0C0_ASH/0014_G2A3E4S0C0_ASH_000591.wav,Anxious,두렵다,0.4436,0.5266,0.2483
5.상처/0026_G2A3E5S0C0_JSH/0026_G2A3E5S0C0_JSH_001798.wav,Hurt,슬프다,0.2273,0.3306,0.3399
5.상처/0026_G2A3E5S0C0_JSH/0026_G2A3E5S0C0_JSH_000271.wav,Hurt,괴롭다,0.4577,0.4998,0.4367
5.상처/0026_G2A3E5S0C0_JSH/0026_G2A3E5S0C0_JSH_001193.wav,Hurt,뼈아프다,0.5358,0.5624,0.4285
5.상처/0021_G1A3E5S0C0_GTE/0021_G1A3E5S0C0_GTE_001268.wav,Hurt,뼈아프다,0.3469,0.4688,0.44
5.상처/0014_G2A3E5S0C0_ASH/0014_G2A3E5S0C0_ASH_001974.wav,Hurt,쓰리다,0.3275,0.4709,0.1282
5.상처/0021_G1A3E5S0C0_GTE/0021_G1A3E5S0C0_GTE_000721.wav,Hurt,못되다,0.4307,0.5157,0.5653
5.상처/0026_G2A3E5S0C0_JSH/0026_G2A3E5S0C0_JSH_001266.wav,Hurt,뼈아프다,0.5323,0.5799,0.4312
5.상처/0026_G2A3E5S0C0_JSH/0026_G2A3E5S0C0_JSH_001034.wav,Hurt,불행하다,0.3467,0.4356,0.3804
5.상처/0014_G2A3E5S0C0_ASH/0014_G2A3E5S0C0_ASH_000578.wav,Hurt,냉정하다,0.3811,0.4892,0.4973
5.상처/0005_G1A3E5S0C0_LJB/0005_G1A3E5S0C0_LJB_001649.wav,Hurt,슬프다,0.3487,0.4248,0.2769
5.상처/0021_G1A3E5S0C0_GTE/0021_G1A3E5S0C0_GTE_001711.wav,Hurt,슬프다,0.4219,0.4988,0.5415
5.상처/0026_G2A3E5S0C0_JSH/0026_G2A3E5S0C0_JSH_000454.wav,Hurt,냉정하다,0.3892,0.4678,0.3248
5.상처/0021_G1A3E5S0C0_GTE/0021_G1A3E5S0C0_GTE_001045.wav,Hurt,불행하다,0.3206,0.4462,0.6238
5.상처/0021_G1A3E5S0C0_GTE/0021_G1A3E5S0C0_GTE_001481.wav,Hurt,섭섭하다,0.3377,0.435,0.446
5.상처/0014_G2A3E5S0C0_ASH/0014_G2A3E5S0C0_ASH_000179.wav,Hurt,고통스럽다,0.5871,0.6201,0.5313
5.상처/0021_G1A3E5S0C0_GTE/0021_G1A3E5S0C0_GTE_000168.wav,Hurt,고통스럽다,0.4544,0.5586,0.5867
5.상처/0026_G2A3E5S0C0_JSH/0026_G2A3E5S0C0_JSH_001710.wav,Hurt,슬프다,0.5209,0.565,0.4648
5.상처/0026_G2A3E5S0C0_JSH/0026_G2A3E5S0C0_JSH_000712.wav,Hurt,매정하다,0.3015,0.4139,0.3275
5.상처/0014_G2A3E5S0C0_ASH/0014_G2A3E5S0C0_ASH_000890.wav,Hurt,무관심하다,0.5113,0.593,0.5367
5.상처/0005_G1A3E5S0C0_LJB/0005_G1A3E5S0C0_LJB_001406.wav,Hurt,서럽다,0.412,0.4741,0.4505
5.상처/0021_G1A3E5S0C0_GTE/0021_G1A3E5S0C0_GTE_000511.wav,Hurt,냉정하다,0.403,0.5062,0.5266
5.상처/0014_G2A3E5S0C0_ASH/0014_G2A3E5S0C0_ASH_001134.wav,Hurt,불행하다,0.3887,0.4827,0.3796
5.상처/0026_G2A3E5S0C0_JSH/0026_G2A3E5S0C0_JSH_002000.wav,Hurt,쓰리다,0.3769,0.4543,0.3892
5.상처/0005_G1A3E5S0C0_LJB/0005_G1A3E5S0C0_LJB_001652.wav,Hurt,슬프다,0.32,0.4312,0.3879
5.상처/0014_G2A3E5S0C0_ASH/0014_G2A3E5S0C0_ASH_000510.wav,Hurt,냉정하다,0.3772,0.4529,0.5238
5.상처/0021_G1A3E5S0C0_GTE/0021_G1A3E5S0C0_GTE_001933.wav,Hurt,쓰리다,0.3866,0.4837,0.1728
5.상처/0014_G2A3E5S0C0_ASH/0014_G2A3E5S0C0_ASH_000720.wav,Hurt,못되다,0.5865,0.6222,0.3477
5.상처/0005_G1A3E5S0C0_LJB/0005_G1A3E5S0C0_LJB_000913.wav,Hurt,밉다,0.4821,0.5544,0.3714
5.상처/0021_G1A3E5S0C0_GTE/0021_G1A3E5S0C0_GTE_001432.wav,Hurt,서럽다,0.4675,0.5275,0.5132
5.상처/0026_G2A3E5S0C0_JSH/0026_G2A3E5S0C0_JSH_000265.wav,Hurt,괴롭다,0.2958,0.3751,0.2693
5.상처/0021_G1A3E5S0C0_GTE/0021_G1A3E5S0C0_GTE_000884.wav,Hurt,무관심하다,0.3053,0.4166,0.4473
5.상처/0014_G2A3E5S0C0_ASH/0014_G2A3E5S0C0_ASH_001385.wav,Hurt,서럽다,0.2243,0.3756,0.3887
5.상처/0021_G1A3E5S0C0_GTE/0021_G1A3E5S0C0_GTE_000224.wav,Hurt,괴롭다,0.5575,0.5974,0.6572
5.상처/0014_G2A3E5S0C0_ASH/0014_G2A3E5S0C0_ASH_000681.wav,Hurt,매정하다,0.4521,0.5074,0.3869
5.상처/0014_G2A3E5S0C0_ASH/0014_G2A3E5S0C0_ASH_000902.wav,Hurt,밉다,0.614,0.6356,0.3504
5.상처/0026_G2A3E5S0C0_JSH/0026_G2A3E5S0C0_JSH_001102.wav,Hurt,불행하다,0.4881,0.555,0.5768
5.상처/0014_G2A3E5S0C0_ASH/0014_G2A3E5S0C0_ASH_000457.wav,Hurt,냉정하다,0.3968,0.486,0.5025
5.상처/0005_G1A3E5S0C0_LJB/0005_G1A3E5S0C0_LJB_000742.wav,Hurt,못되다,0.3999,0.4795,0.4896
5.상처/0005_G1A3E5S0C0_LJB/0005_G1A3E5S0C0_LJB_001040.wav,Hurt,불행하다,0.4387,0.4934,0.2772
5.상처/0014_G2A3E5S0C0_ASH/0014_G2A3E5S0C0_ASH_000392.wav,Hurt,괴롭다,0.4514,0.5191,0.4179
5.상처/0014_G2A3E5S0C0_ASH/0014_G2A3E5S0C0_ASH_001037.wav,Hurt,불행하다,0.5865,0.6235,0.5181
5.상처/0005_G1A3E5S0C0_LJB/0005_G1A3E5S0C0_LJB_000437.wav,Hurt,냉정하다,0.4855,0.5372,0.3414
5.상처/0005_G1A3E5S0C0_LJB/0005_G1A3E5S0C0_LJB_001224.wav,Hurt,뼈아프다,0.4635,0.5454,0.5206
5.상처/0021_G1A3E5S0C0_GTE/0021_G1A3E5S0C0_GTE_001489.wav,Hurt,섭섭하다,0.4594,0.5548,0.3619
5.상처/0014_G2A3E5S0C0_ASH/0014_G2A3E5S0C0_ASH_000869.wav,Hurt,무관심하다,0.368,0.4661,0.483
5.상처/0005_G1A3E5S0C0_LJB/0005_G1A3E5S0C0_LJB_000862.wav,Hurt,무관심하다,0.3636,0.463,0.25
5.상처/0026_G2A3E5S0C0_JSH/0026_G2A3E5S0C0_JSH_001099.wav,Hurt,불행하다,0.4971,0.5661,0.5831
5.상처/0005_G1A3E5S0C0_LJB/0005_G1A3E5S0C0_LJB_001386.wav,Hurt,서럽다,0.3996,0.4954,0.51
5.상처/0026_G2A3E5S0C0_JSH/0026_G2A3E5S0C0_JSH_001616.wav,Hurt,슬프다,0.3393,0.4231,0.4163
5.상처/0026_G2A3E5S0C0_JSH/0026_G2A3E5S0C0_JSH_000047.wav,Hurt,고통스럽다,0.413,0.5044,0.4091
6.당황/0033_G2A3E6S0C0_KMA/0033_G2A3E6S0C0_KMA_001470.wav,Embarrassed,아찔하다,0.6425,0.6095,0.3174
6.당황/0006_G1A3E6S0C0_LHJ/0006_G1A3E6S0C0_LHJ_001449.wav,Embarrassed,아찔하다,0.4562,0.5149,0.5589
6.당황/0020_G2A4E6S0C0_HGW/0020_G2A4E6S0C0_HGW_001819.wav,Embarrassed,엉뚱하다,0.6001,0.6408,0.4465
6.당황/0020_G2A4E6S0C0_HGW/0020_G2A4E6S0C0_HGW_001792.wav,Embarrassed,어리둥절하다,0.5469,0.5608,0.5033
6.당황/0006_G1A3E6S0C0_LHJ/0006_G1A3E6S0C0_LHJ_001913.wav,Embarrassed,창피하다,0.4501,0.5084,0.4841
6.당황/0020_G2A4E6S0C0_HGW/0020_G2A4E6S0C0_HGW_000746.wav,Embarrassed,기막히다,0.772,0.7633,0.4789
6.당황/0006_G1A3E6S0C0_LHJ/0006_G1A3E6S0C0_LHJ_000796.wav,Embarrassed,기막히다,0.5572,0.5863,0.4885
6.당황/0006_G1A3E6S0C0_LHJ/0006_G1A3E6S0C0_LHJ_000313.wav,Embarrassed,곤란하다,0.626,0.6233,0.5278
6.당황/0006_G1A3E6S0C0_LHJ/0006_G1A3E6S0C0_LHJ_000645.wav,Embarrassed,급하다,0.6281,0.6343,0.5485
6.당황/0020_G2A4E6S0C0_HGW/0020_G2A4E6S0C0_HGW_000296.wav,Embarrassed,곤란하다,0.6359,0.6713,0.5358
6.당황/0020_G2A4E6S0C0_HGW/0020_G2A4E6S0C0_HGW_000685.wav,Embarrassed,급하다,0.5301,0.5538,0.4832
6.당황/0006_G1A3E6S0C0_LHJ/0006_G1A3E6S0C0_LHJ_001917.wav,Embarrassed,창피하다,0.4152,0.4857,0.4797
6.당황/0006_G1A3E6S0C0_LHJ/0006_G1A3E6S0C0_LHJ_000515.wav,Embarrassed,곤란하다,0.5684,0.5899,0.4672
6.당황/0006_G1A3E6S0C0_LHJ/0006_G1A3E6S0C0_LHJ_001580.wav,Embarrassed,어리둥절하다,0.3382,0.4094,0.5052
6.당황/0001_G1A3E6S0C0_PSB/0001_G1A3E6S0C0_PSB_001894.wav,Embarrassed,창피하다,0.4267,0.4847,0.4328
6.당황/0006_G1A3E6S0C0_LHJ/0006_G1A3E6S0C0_LHJ_001014.wav,Embarrassed,난데없다,0.5331,0.5634,0.4239
6.당황/0001_G1A3E6S0C0_PSB/0001_G1A3E6S0C0_PSB_001646.wav,Embarrassed,어리둥절하다,0.5028,0.5753,0.5891
6.당황/0033_G2A3E6S0C0_KMA/0033_G2A3E6S0C0_KMA_000031.wav,Embarrassed,갑작스럽다,0.5914,0.5854,0.5029
6.당황/0006_G1A3E6S0C0_LHJ/0006_G1A3E6S0C0_LHJ_000738.wav,Embarrassed,기막히다,0.6393,0.6496,0.4833
6.당황/0020_G2A4E6S0C0_HGW/0020_G2A4E6S0C0_HGW_001151.wav,Embarrassed,버겁다,0.631,0.6487,0.5765
6.당황/0006_G1A3E6S0C0_LHJ/0006_G1A3E6S0C0_LHJ_001710.wav,Embarrassed,어리둥절하다,0.4708,0.5191,0.4231
6.당황/0033_G2A3E6S0C0_KMA/0033_G2A3E6S0C0_KMA_001098.wav,Embarrassed,망하다,0.3282,0.3768,0.3924
6.당황/0020_G2A4E6S0C0_HGW/0020_G2A4E6S0C0_HGW_001279.wav,Embarrassed,부끄럽다,0.6794,0.6901,0.4723
6.당황/0033_G2A3E6S0C0_KMA/0033_G2A3E6S0C0_KMA_001070.wav,Embarrassed,남사스럽다,0.6489,0.6342,0.5211
6.당황/0006_G1A3E6S0C0_LHJ/0006_G1A3E6S0C0_LHJ_000292.wav,Embarrassed,곤란하다,0.4601,0.4972,0.5028
6.당황/0020_G2A4E6S0C0_HGW/0020_G2A4E6S0C0_HGW_001379.wav,Embarrassed,아찔하다,0.5838,0.6022,0.3877
6.당황/0006_G1A3E6S0C0_LHJ/0006_G1A3E6S0C0_LHJ_001209.wav,Embarrassed,버겁다,0.4941,0.5404,0.5183
6.당황/0020_G2A4E6S0C0_HGW/0020_G2A4E6S0C0_HGW_000369.wav,Embarrassed,곤란하다,0.6789,0.6808,0.5753
6.당황/0001_G1A3E6S0C0_PSB/0001_G1A3E6S0C0_PSB_000685.wav,Embarrassed,급하다,0.3629,0.446,0.3456
6.당황/0001_G1A3E6S0C0_PSB/0001_G1A3E6S0C0_PSB_001588.wav,Embarrassed,어리둥절하다,0.3857,0.469,0.4845
6.당황/0020_G2A4E6S0C0_HGW/0020_G2A4E6S0C0_HGW_000196.wav,Embarrassed,갑작스럽다,0.5887,0.6136,0.4631
6.당황/0020_G2A4E6S0C0_HGW/0020_G2A4E6S0C0_HGW_000649.wav,Embarrassed,급하다,0.6914,0.691,0.5185
6.당황/0033_G2A3E6S0C0_KMA/0033_G2A3E6S0C0_KMA_000831.wav,Embarrassed,기막히다,0.6313,0.6287,0.5885
6.당황/0006_G1A3E6S0C0_LHJ/0006_G1A3E6S0C0_LHJ_000754.wav,Embarrassed,기막히다,0.5452,0.5938,0.5966
6.당황/0001_G1A3E6S0C0_PSB/0001_G1A3E6S0C0_PSB_000510.wav,Embarrassed,곤란하다,0.393,0.4714,0.4648
6.당황/0033_G2A3E6S0C0_KMA/0033_G2A3E6S0C0_KMA_000445.wav,Embarrassed,곤란하다,0.5866,0.5931,0.5513
6.당황/0001_G1A3E6S0C0_PSB/0001_G1A3E6S0C0_PSB_001344.wav,Embarrassed,아찔하다,0.5837,0.6095,0.2185
6.당황/0033_G2A3E6S0C0_KMA/0033_G2A3E6S0C0_KMA_001923.wav,Embarrassed,창피하다,0.6046,0.5341,0.2982
6.당황/0006_G1A3E6S0C0_LHJ/0006_G1A3E6S0C0_LHJ_000631.wav,Embarrassed,급하다,0.505,0.5508,0.5523
6.당황/0006_G1A3E6S0C0_LHJ/0006_G1A3E6S0C0_LHJ_000426.wav,Embarrassed,곤란하다,0.572,0.5948,0.5858
6.당황/0006_G1A3E6S0C0_LHJ/0006_G1A3E6S0C0_LHJ_001863.wav,Embarrassed,엉뚱하다,0.4433,0.4927,0.4829
6.당황/0020_G2A4E6S0C0_HGW/0020_G2A4E6S0C0_HGW_000455.wav,Embarrassed,곤란하다,0.6754,0.6642,0.5749
6.당황/0033_G2A3E6S0C0_KMA/0033_G2A3E6S0C0_KMA_001901.wav,Embarrassed,창피하다,0.5066,0.5055,0.3659
6.당황/0033_G2A3E6S0C0_KMA/0033_G2A3E6S0C0_KMA_000768.wav,Embarrassed,기막히다,0.6984,0.6972,0.5191
6.당황/0033_G2A3E6S0C0_KMA/0033_G2A3E6S0C0_KMA_001348.wav,Embarrassed,아찔하다,0.6255,0.628,0.4966
6.당황/0033_G2A3E6S0C0_KMA/0033_G2A3E6S0C0_KMA_001020.wav,Embarrassed,난데없다,0.709,0.7258,0.6237
6.당황/0033_G2A3E6S0C0_KMA/0033_G2A3E6S0C0_KMA_000444.wav,Embarrassed,곤란하다,0.6081,0.6297,0.1993
6.당황/0001_G1A3E6S0C0_PSB/0001_G1A3E6S0C0_PSB_000657.wav,Embarrassed,급하다,0.4527,0.5181,0.536
6.당황/0020_G2A4E6S0C0_HGW/0020_G2A4E6S0C0_HGW_001353.wav,Embarrassed,아찔하다,0.632,0.6251,0.509
6.당황/0006_G1A3E6S0C0_LHJ/0006_G1A3E6S0C0_LHJ_000428.wav,Embarrassed,곤란하다,0.4912,0.5333,0.418
7.중립/0028_G2A3E7S0C0_KJS/0028_G2A3E7S0C0_KJS_000084.wav,Neutrality,담백하다,0.415,0.5087,0.3414
7.중립/0028_G2A3E7S0C0_KJS/0028_G2A3E7S0C0_KJS_000893.wav,Neutrality,뚜렷하다,0.3469,0.4501,0.4261
7.중립/0028_G2A3E7S0C0_KJS/0028_G2A3E7S0C0_KJS_001383.wav,Neutrality,엄중하다,0.3932,0.4877,0.4485
7.중립/0007_G1A4E7S0C0_JYS/0007_G1A4E7S0C0_JYS_001452.wav,Neutrality,엄중하다,0.5174,0.5835,0.5197
7.중립/0007_G1A4E7S0C0_JYS/0007_G1A4E7S0C0_JYS_000605.wav,Neutrality,담백하다,0.4547,0.5249,0.4963
7.중립/0009_G1A3E7S0C0_JYW/0009_G1A3E7S0C0_JYW_001124.wav,Neutrality,뚜렷하다,0.3893,0.5115,0.5058
7.중립/0028_G2A3E7S0C0_KJS/0028_G2A3E7S0C0_KJS_001523.wav,Neutrality,예사롭다,0.3668,0.4526,0.4765
7.중립/0009_G1A3E7S0C0_JYW/0009_G1A3E7S0C0_JYW_001032.wav,Neutrality,뚜렷하다,0.3265,0.4249,0.3976
7.중립/0044_G2A5E7S0C0_KTH/0044_G2A5E7S0C0_KTH_001775.wav,Neutrality,자세하다,0.4807,0.5559,0.5844
7.중립/0044_G2A5E7S0C0_KTH/0044_G2A5E7S0C0_KTH_000449.wav,Neutrality,담백하다,0.4284,0.5078,0.433
7.중립/0007_G1A4E7S0C0_JYS/0007_G1A4E7S0C0_JYS_001381.wav,Neutrality,엄중하다,0.5066,0.5971,0.4602
7.중립/0009_G1A3E7S0C0_JYW/0009_G1A3E7S0C0_JYW_000907.wav,Neutrality,뚜렷하다,0.3502,0.4375,0.3724
7.중립/0007_G1A4E7S0C0_JYS/0007_G1A4E7S0C0_JYS_001518.wav,Neutrality,예사롭다,0.5776,0.625,0.5485
7.중립/0007_G1A4E7S0C0_JYS/0007_G1A4E7S0C0_JYS_000375.wav,Neutrality,담백하다,0.4655,0.5405,0.6347
7.중립/0028_G2A3E7S0C0_KJS/0028_G2A3E7S0C0_KJS_001082.wav,Neutrality,뚜렷하다,0.3072,0.426,0.3931
7.중립/0009_G1A3E7S0C0_JYW/0009_G1A3E7S0C0_JYW_001444.wav,Neutrality,엄중하다,0.3061,0.4203,0.4838
7.중립/0007_G1A4E7S0C0_JYS/0007_G1A4E7S0C0_JYS_000081.wav,Neutrality,녹녹하다,0.5508,0.6059,0.439
7.중립/0009_G1A3E7S0C0_JYW/0009_G1A3E7S0C0_JYW_000056.wav,Neutrality,긴밀하다,0.4106,0.4923,0.4862
7.중립/0007_G1A4E7S0C0_JYS/0007_G1A4E7S0C0_JYS_000245.wav,Neutrality,담백하다,0.497,0.5695,0.4918
7.중립/0009_G1A3E7S0C0_JYW/0009_G1A3E7S0C0_JYW_001686.wav,Neutrality,자세하다,0.3333,0.4663,0.2033
7.중립/0009_G1A3E7S0C0_JYW/0009_G1A3E7S0C0_JYW_001283.wav,Neutrality,엄밀하다,0.2134,0.3475,0.3607
7.중립/0009_G1A3E7S0C0_JYW/0009_G1A3E7S0C0_JYW_001659.wav,Neutrality,자세하다,0.3354,0.4422,0.3022
7.중립/0044_G2A5E7S0C0_KTH/0044_G2A5E7S0C0_KTH_000490.wav,Neutrality,담백하다,0.4611,0.5319,0.5823
7.중립/0044_G2A5E7S0C0_KTH/0044_G2A5E7S0C0_KTH_000150.wav,Neutrality,담백하다,0.5347,0.5963,0.6202
7.중립/0007_G1A4E7S0C0_JYS/0007_G1A4E7S0C0_JYS_001245.wav,Neutrality,어렴풋하다,0.5045,0.5753,0.4378
7.중립/0009_G1A3E7S0C0_JYW/0009_G1A3E7S0C0_JYW_001643.wav,Neutrality,자세하다,0.318,0.4278,0.4621
7.중립/0044_G2A5E7S0C0_KTH/0044_G2A5E7S0C0_KTH_000310.wav,Neutrality,담백하다,0.4886,0.5432,0.4694
7.중립/0044_G2A5E7S0C0_KTH/0044_G2A5E7S0C0_KTH_001488.wav,Neutrality,엄중하다,0.421,0.5281,0.2373
7.중립/0044_G2A5E7S0C0_KTH/0044_G2A5E7S0C0_KTH_000175.wav,Neutrality,담백하다,0.4156,0.5133,0.4328
7.중립/0028_G2A3E7S0C0_KJS/0028_G2A3E7S0C0_KJS_000717.wav,Neutrality,담백하다,0.2582,0.3804,0.4403
7.중립/0007_G1A4E7S0C0_JYS/0007_G1A4E7S0C0_JYS_001184.wav,Neutrality,어렴풋하다,0.459,0.532,0.4473
7.중립/0007_G1A4E7S0C0_JYS/0007_G1A4E7S0C0_JYS_000529.wav,Neutrality,담백하다,0.5821,0.6382,0.2727
7.중립/0028_G2A3E7S0C0_KJS/0028_G2A3E7S0C0_KJS_000092.wav,Neutrality,담백하다,0.351,0.4586,0.4434
7.중립/0028_G2A3E7S0C0_KJS/0028_G2A3E7S0C0_KJS_001164.wav,Neutrality,어렴풋하다,0.1544,0.2998,0.2169
7.중립/0044_G2A5E7S0C0_KTH/0044_G2A5E7S0C0_KTH_001483.wav,Neutrality,엄중하다,0.4489,0.5005,0.6417
7.중립/0007_G1A4E7S0C0_JYS/0007_G1A4E7S0C0_JYS_001619.wav,Neutrality,예사롭다,0.4736,0.55,0.5717
7.중립/0044_G2A5E7S0C0_KTH/0044_G2A5E7S0C0_KTH_001820.wav,Neutrality,자세하다,0.4741,0.5394,0.5504
7.중립/0007_G1A4E7S0C0_JYS/0007_G1A4E7S0C0_JYS_000864.wav,Neutrality,뚜렷하다,0.4499,0.5349,0.5129
7.중립/0044_G2A5E7S0C0_KTH/0044_G2A5E7S0C0_KTH_001191.wav,Neutrality,어렴풋하다,0.4495,0.5287,0.5821
7.중립/0044_G2A5E7S0C0_KTH/0044_G2A5E7S0C0_KTH_000526.wav,Neutrality,담백하다,0.4954,0.5508,0.5482
7.중립/0044_G2A5E7S0C0_KTH/0044_G2A5E7S0C0_KTH_001996.wav,Neutrality,자세하다,0.4927,0.5774,0.6315
7.중립/0007_G1A4E7S0C0_JYS/0007_G1A4E7S0C0_JYS_000797.wav,Neutrality,담백하다,0.4579,0.5343,0.4527
7.중립/0007_G1A4E7S0C0_JYS/0007_G1A4E7S0C0_JYS_001080.wav,Neutrality,뚜렷하다,0.4965,0.5537,0.5996
7.중립/0009_G1A3E7S0C0_JYW/0009_G1A3E7S0C0_JYW_000612.wav,Neutrality,담백하다,0.3119,0.4261,0.4681
7.중립/0009_G1A3E7S0C0_JYW/0009_G1A3E7S0C0_JYW_000434.wav,Neutrality,담백하다,0.321,0.4286,0.4247
7.중립/0009_G1A3E7S0C0_JYW/0009_G1A3E7S0C0_JYW_000852.wav,Neutrality,뚜렷하다,0.3568,0.4534,0.3634
7.중립/0007_G1A4E7S0C0_JYS/0007_G1A4E7S0C0_JYS_000710.wav,Neutrality,담백하다,0.4776,0.5364,0.5257
7.중립/0044_G2A5E7S0C0_KTH/0044_G2A5E7S0C0_KTH_001447.wav,Neutrality,엄중하다,0.5186,0.5937,0.5924
7.중립/0009_G1A3E7S0C0_JYW/0009_G1A3E7S0C0_JYW_000002.wav,Neutrality,긴밀하다,0.327,0.4156,0.4194
7.중립/0044_G2A5E7S0C0_KTH/0044_G2A5E7S0C0_KTH_001609.wav,Neutrality,예사롭다,0.4576,0.5294,0.5443
