wav_relpath,gt_emotion,gt_sensitivity,pred,score,index,probabilities
4.불안/0026_G2A3E4S0C0_JSH/0026_G2A3E4S0C0_JSH_000103.wav,Anxious,갑갑하다,hap,0.9151,2,"[0.0181, 0.0669, 0.9151, 0.0]"
4.불안/0014_G2A3E4S0C0_ASH/0014_G2A3E4S0C0_ASH_001318.wav,Anxious,심란하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
4.불안/0012_G1A2E4S0C0_CHY/0012_G1A2E4S0C0_CHY_001133.wav,Anxious,심란하다,neu,0.9005,0,"[0.9005, 0.0202, 0.0793, 0.0]"
4.불안/0014_G2A3E4S0C0_ASH/0014_G2A3E4S0C0_ASH_000714.wav,Anxious,두렵다,hap,0.9982,2,"[0.0004, 0.0014, 0.9982, 0.0]"
4.불안/0014_G2A3E4S0C0_ASH/0014_G2A3E4S0C0_ASH_000467.wav,Anxious,다급하다,hap,0.9998,2,"[0.0, 0.0002, 0.9998, 0.0]"
4.불안/0012_G1A2E4S0C0_CHY/0012_G1A2E4S0C0_CHY_000852.wav,Anxious,불확실하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
4.불안/0014_G2A3E4S0C0_ASH/0014_G2A3E4S0C0_ASH_000213.wav,Anxious,고통스럽다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
4.불안/0012_G1A2E4S0C0_CHY/0012_G1A2E4S0C0_CHY_001238.wav,Anxious,심란하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
4.불안/0007_G1A4E4S0C0_JYS/0007_G1A4E4S0C0_JYS_000424.wav,Anxious,다급하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
4.불안/0026_G2A3E4S0C0_JSH/0026_G2A3E4S0C0_JSH_000895.wav,Anxious,불확실하다,ang,0.8888,1,"[0.0, 0.8888, 0.1112, 0.0]"
4.불안/0007_G1A4E4S0C0_JYS/0007_G1A4E4S0C0_JYS_001623.wav,Anxious,위험하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
4.불안/0026_G2A3E4S0C0_JSH/0026_G2A3E4S0C0_JSH_000548.wav,Anxious,두렵다,ang,0.9999,1,"[0.0, 0.9999, 0.0001, 0.0]"
4.불안/0014_G2A3E4S0C0_ASH/0014_G2A3E4S0C0_ASH_000076.wav,Anxious,갑갑하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
4.불안/0007_G1A4E4S0C0_JYS/0007_G1A4E4S0C0_JYS_001853.wav,Anxious,의심스럽다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
4.불안/0026_G2A3E4S0C0_JSH/0026_G2A3E4S0C0_JSH_000471.wav,Anxious,다급하다,ang,1.0,1,"[0.0, 1.0, 0.0, 0.0]"
4.불안/0007_G1A4E4S0C0_JYS/0007_G1A4E4S0C0_JYS_001927.wav,Anxious,조마조마하다,hap,0.9973,2,"[0.0, 0.0027, 0.9973, 0.0]"
4.불안/0012_G1A2E4S0C0_CHY/0012_G1A2E4S0C0_CHY_001149.wav,Anxious,심란하다,hap,0.9503,2,"[0.0034, 0.0463, 0.9503, 0.0]"
4.불안/0026_G2A3E4S0C0_JSH/0026_G2A3E4S0C0_JSH_001020.wav,Anxious,수상하다,hap,0.9727,2,"[0.0, 0.0273, 0.9727, 0.0]"
4.불안/0007_G1A4E4S0C0_JYS/0007_G1A4E4S0C0_JYS_001962.wav,Anxious,조마조마하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
4.불안/0012_G1A2E4S0C0_CHY/0012_G1A2E4S0C0_CHY_001468.wav,Anxious,약하다,hap,0.9667,2,"[0.0329, 0.0004, 0.9667, 0.0]"
4.불안/0007_G1A4E4S0C0_JYS/0007_G1A4E4S0C0_JYS_001455.wav,Anxious,아득하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
4.불안/0026_G2A3E4S0C0_JSH/0026_G2A3E4S0C0_JSH_000570.wav,Anxious,두렵다,ang,0.9218,1,"[0.0782, 0.9218, 0.0, 0.0]"
4.불안/0014_G2A3E4S0C0_ASH/0014_G2A3E4S0C0_ASH_001316.wav,Anxious,심란하다,neu,0.6028,0,"[0.6028, 0.3972, 0.0, 0.0]"
4.불안/0007_G1A4E4S0C0_JYS/0007_G1A4E4S0C0_JYS_001865.wav,Anxious,의심스럽다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
4.불안/0026_G2A3E4S0C0_JSH/0026_G2A3E4S0C0_JSH_000157.wav,Anxious,고통스럽다,hap,0.6826,2,"[0.2856, 0.0316, 0.6826, 0.0002]"
4.불안/0026_G2A3E4S0C0_JSH/0026_G2A3E4S0C0_JSH_001218.wav,Anxious,심란하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
4.불안/0012_G1A2E4S0C0_CHY/0012_G1A2E4S0C0_CHY_001721.wav,Anxious,의심스럽다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
4.불안/0012_G1A2E4S0C0_CHY/0012_G1A2E4S0C0_CHY_000609.wav,Anxious,두렵다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
4.불안/0014_G2A3E4S0C0_ASH/0014_G2A3E4S0C0_ASH_000290.wav,Anxious,꺼림칙하다,ang,0.9995,1,"[0.0, 0.9995, 0.0005, 0.0]"
4.불안/0007_G1A4E4S0C0_JYS/0007_G1A4E4S0C0_JYS_000347.wav,Anxious,꺼림칙하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
4.불안/0012_G1A2E4S0C0_CHY/0012_G1A2E4S0C0_CHY_000368.wav,Anxious,다급하다,hap,0.9999,2,"[0.0, 0.0001, 0.9999, 0.0]"
4.불안/0026_G2A3E4S0C0_JSH/0026_G2A3E4S0C0_JSH_000246.wav,Anxious,꺼림칙하다,hap,0.9999,2,"[0.0, 0.0001, 0.9999, 0.0]"
4.불안/0007_G1A4E4S0C0_JYS/0007_G1A4E4S0C0_JYS_000737.wav,Anxious,두렵다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
4.불안/0007_G1A4E4S0C0_JYS/0007_G1A4E4S0C0_JYS_000534.wav,Anxious,두렵다,hap,0.9888,2,"[0.0, 0.0112, 0.9888, 0.0]"
4.불안/0007_G1A4E4S0C0_JYS/0007_G1A4E4S0C0_JYS_001646.wav,Anxious,의심스럽다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
4.불안/0026_G2A3E4S0C0_JSH/0026_G2A3E4S0C0_JSH_001655.wav,Anxious,의심스럽다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
4.불안/0007_G1A4E4S0C0_JYS/0007_G1A4E4S0C0_JYS_001860.wav,Anxious,의심스럽다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
4.불안/0012_G1A2E4S0C0_CHY/0012_G1A2E4S0C0_CHY_001512.wav,Anxious,위험하다,hap,0.9964,2,"[0.0, 0.0036, 0.9964, 0.0]"
4.불안/0026_G2A3E4S0C0_JSH/0026_G2A3E4S0C0_JSH_000580.wav,Anxious,두렵다,hap,0.7694,2,"[0.0, 0.2306, 0.7694, 0.0]"
4.불안/0014_G2A3E4S0C0_ASH/0014_G2A3E4S0C0_ASH_001699.wav,Anxious,의심스럽다,ang,0.9995,1,"[0.0005, 0.9995, 0.0001, 0.0]"
4.불안/0026_G2A3E4S0C0_JSH/0026_G2A3E4S0C0_JSH_001516.wav,Anxious,위험하다,ang,1.0,1,"[0.0, 1.0, 0.0, 0.0]"
4.불안/0012_G1A2E4S0C0_CHY/0012_G1A2E4S0C0_CHY_000857.wav,Anxious,불확실하다,ang,0.9629,1,"[0.0002, 0.9629, 0.0369, 0.0]"
4.불안/0012_G1A2E4S0C0_CHY/0012_G1A2E4S0C0_CHY_001435.wav,Anxious,아득하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
4.불안/0007_G1A4E4S0C0_JYS/0007_G1A4E4S0C0_JYS_001058.wav,Anxious,수상하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
4.불안/0014_G2A3E4S0C0_ASH/0014_G2A3E4S0C0_ASH_000284.wav,Anxious,꺼림칙하다,ang,1.0,1,"[0.0, 1.0, 0.0, 0.0]"
4.불안/0007_G1A4E4S0C0_JYS/0007_G1A4E4S0C0_JYS_000382.wav,Anxious,다급하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
4.불안/0007_G1A4E4S0C0_JYS/0007_G1A4E4S0C0_JYS_000570.wav,Anxious,두렵다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
4.불안/0007_G1A4E4S0C0_JYS/0007_G1A4E4S0C0_JYS_001424.wav,Anxious,아득하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
4.불안/0014_G2A3E4S0C0_ASH/0014_G2A3E4S0C0_ASH_000591.wav,Anxious,두렵다,neu,1.0,0,"[1.0, 0.0, 0.0, 0.0]"
5.상처/0026_G2A3E5S0C0_JSH/0026_G2A3E5S0C0_JSH_001798.wav,Hurt,슬프다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
5.상처/0026_G2A3E5S0C0_JSH/0026_G2A3E5S0C0_JSH_000271.wav,Hurt,괴롭다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
5.상처/0026_G2A3E5S0C0_JSH/0026_G2A3E5S0C0_JSH_001193.wav,Hurt,뼈아프다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
5.상처/0021_G1A3E5S0C0_GTE/0021_G1A3E5S0C0_GTE_001268.wav,Hurt,뼈아프다,hap,0.5379,2,"[0.0, 0.4621, 0.5379, 0.0]"
5.상처/0014_G2A3E5S0C0_ASH/0014_G2A3E5S0C0_ASH_001974.wav,Hurt,쓰리다,ang,0.7839,1,"[0.2152, 0.7839, 0.0009, 0.0]"
5.상처/0021_G1A3E5S0C0_GTE/0021_G1A3E5S0C0_GTE_000721.wav,Hurt,못되다,neu,0.714,0,"[0.714, 0.0, 0.286, 0.0]"
5.상처/0026_G2A3E5S0C0_JSH/0026_G2A3E5S0C0_JSH_001266.wav,Hurt,뼈아프다,ang,1.0,1,"[0.0, 1.0, 0.0, 0.0]"
5.상처/0026_G2A3E5S0C0_JSH/0026_G2A3E5S0C0_JSH_001034.wav,Hurt,불행하다,hap,0.9976,2,"[0.0, 0.0024, 0.9976, 0.0]"
5.상처/0014_G2A3E5S0C0_ASH/0014_G2A3E5S0C0_ASH_000578.wav,Hurt,냉정하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
5.상처/0005_G1A3E5S0C0_LJB/0005_G1A3E5S0C0_LJB_001649.wav,Hurt,슬프다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
5.상처/0021_G1A3E5S0C0_GTE/0021_G1A3E5S0C0_GTE_001711.wav,Hurt,슬프다,ang,0.7091,1,"[0.0, 0.7091, 0.2909, 0.0]"
5.상처/0026_G2A3E5S0C0_JSH/0026_G2A3E5S0C0_JSH_000454.wav,Hurt,냉정하다,hap,0.9965,2,"[0.0, 0.0035, 0.9965, 0.0]"
5.상처/0021_G1A3E5S0C0_GTE/0021_G1A3E5S0C0_GTE_001045.wav,Hurt,불행하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
5.상처/0021_G1A3E5S0C0_GTE/0021_G1A3E5S0C0_GTE_001481.wav,Hurt,섭섭하다,neu,0.9153,0,"[0.9153, 0.0847, 0.0001, 0.0]"
5.상처/0014_G2A3E5S0C0_ASH/0014_G2A3E5S0C0_ASH_000179.wav,Hurt,고통스럽다,ang,0.9782,1,"[0.0, 0.9782, 0.0217, 0.0]"
5.상처/0021_G1A3E5S0C0_GTE/0021_G1A3E5S0C0_GTE_000168.wav,Hurt,고통스럽다,hap,0.9998,2,"[0.0, 0.0002, 0.9998, 0.0]"
5.상처/0026_G2A3E5S0C0_JSH/0026_G2A3E5S0C0_JSH_001710.wav,Hurt,슬프다,ang,0.9992,1,"[0.0, 0.9992, 0.0008, 0.0]"
5.상처/0026_G2A3E5S0C0_JSH/0026_G2A3E5S0C0_JSH_000712.wav,Hurt,매정하다,neu,1.0,0,"[1.0, 0.0, 0.0, 0.0]"
5.상처/0014_G2A3E5S0C0_ASH/0014_G2A3E5S0C0_ASH_000890.wav,Hurt,무관심하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
5.상처/0005_G1A3E5S0C0_LJB/0005_G1A3E5S0C0_LJB_001406.wav,Hurt,서럽다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
5.상처/0021_G1A3E5S0C0_GTE/0021_G1A3E5S0C0_GTE_000511.wav,Hurt,냉정하다,hap,0.995,2,"[0.0024, 0.0026, 0.995, 0.0]"
5.상처/0014_G2A3E5S0C0_ASH/0014_G2A3E5S0C0_ASH_001134.wav,Hurt,불행하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
5.상처/0026_G2A3E5S0C0_JSH/0026_G2A3E5S0C0_JSH_002000.wav,Hurt,쓰리다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
5.상처/0005_G1A3E5S0C0_LJB/0005_G1A3E5S0C0_LJB_001652.wav,Hurt,슬프다,ang,1.0,1,"[0.0, 1.0, 0.0, 0.0]"
5.상처/0014_G2A3E5S0C0_ASH/0014_G2A3E5S0C0_ASH_000510.wav,Hurt,냉정하다,neu,1.0,0,"[1.0, 0.0, 0.0, 0.0]"
5.상처/0021_G1A3E5S0C0_GTE/0021_G1A3E5S0C0_GTE_001933.wav,Hurt,쓰리다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
5.상처/0014_G2A3E5S0C0_ASH/0014_G2A3E5S0C0_ASH_000720.wav,Hurt,못되다,ang,1.0,1,"[0.0, 1.0, 0.0, 0.0]"
5.상처/0005_G1A3E5S0C0_LJB/0005_G1A3E5S0C0_LJB_000913.wav,Hurt,밉다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
5.상처/0021_G1A3E5S0C0_GTE/0021_G1A3E5S0C0_GTE_001432.wav,Hurt,서럽다,hap,0.9961,2,"[0.0039, 0.0, 0.9961, 0.0]"
5.상처/0026_G2A3E5S0C0_JSH/0026_G2A3E5S0C0_JSH_000265.wav,Hurt,괴롭다,hap,0.9973,2,"[0.0, 0.0027, 0.9973, 0.0]"
5.상처/0021_G1A3E5S0C0_GTE/0021_G1A3E5S0C0_GTE_000884.wav,Hurt,무관심하다,neu,0.9964,0,"[0.9964, 0.0032, 0.0004, 0.0]"
5.상처/0014_G2A3E5S0C0_ASH/0014_G2A3E5S0C0_ASH_001385.wav,Hurt,서럽다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
5.상처/0021_G1A3E5S0C0_GTE/0021_G1A3E5S0C0_GTE_000224.wav,Hurt,괴롭다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
5.상처/0014_G2A3E5S0C0_ASH/0014_G2A3E5S0C0_ASH_000681.wav,Hurt,매정하다,ang,0.996,1,"[0.004, 0.996, 0.0, 0.0]"
5.상처/0014_G2A3E5S0C0_ASH/0014_G2A3E5S0C0_ASH_000902.wav,Hurt,밉다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
5.상처/0026_G2A3E5S0C0_JSH/0026_G2A3E5S0C0_JSH_001102.wav,Hurt,불행하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
5.상처/0014_G2A3E5S0C0_ASH/0014_G2A3E5S0C0_ASH_000457.wav,Hurt,냉정하다,hap,0.8198,2,"[0.0009, 0.1793, 0.8198, 0.0]"
5.상처/0005_G1A3E5S0C0_LJB/0005_G1A3E5S0C0_LJB_000742.wav,Hurt,못되다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
5.상처/0005_G1A3E5S0C0_LJB/0005_G1A3E5S0C0_LJB_001040.wav,Hurt,불행하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
5.상처/0014_G2A3E5S0C0_ASH/0014_G2A3E5S0C0_ASH_000392.wav,Hurt,괴롭다,neu,1.0,0,"[1.0, 0.0, 0.0, 0.0]"
5.상처/0014_G2A3E5S0C0_ASH/0014_G2A3E5S0C0_ASH_001037.wav,Hurt,불행하다,hap,0.9998,2,"[0.0, 0.0002, 0.9998, 0.0]"
5.상처/0005_G1A3E5S0C0_LJB/0005_G1A3E5S0C0_LJB_000437.wav,Hurt,냉정하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
5.상처/0005_G1A3E5S0C0_LJB/0005_G1A3E5S0C0_LJB_001224.wav,Hurt,뼈아프다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
5.상처/0021_G1A3E5S0C0_GTE/0021_G1A3E5S0C0_GTE_001489.wav,Hurt,섭섭하다,neu,1.0,0,"[1.0, 0.0, 0.0, 0.0]"
5.상처/0014_G2A3E5S0C0_ASH/0014_G2A3E5S0C0_ASH_000869.wav,Hurt,무관심하다,neu,0.9999,0,"[0.9999, 0.0001, 0.0, 0.0]"
5.상처/0005_G1A3E5S0C0_LJB/0005_G1A3E5S0C0_LJB_000862.wav,Hurt,무관심하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
5.상처/0026_G2A3E5S0C0_JSH/0026_G2A3E5S0C0_JSH_001099.wav,Hurt,불행하다,ang,0.9987,1,"[0.0013, 0.9987, 0.0, 0.0]"
5.상처/0005_G1A3E5S0C0_LJB/0005_G1A3E5S0C0_LJB_001386.wav,Hurt,서럽다,ang,0.9981,1,"[0.0, 0.9981, 0.0019, 0.0]"
5.상처/0026_G2A3E5S0C0_JSH/0026_G2A3E5S0C0_JSH_001616.wav,Hurt,슬프다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
5.상처/0026_G2A3E5S0C0_JSH/0026_G2A3E5S0C0_JSH_000047.wav,Hurt,고통스럽다,ang,0.9987,1,"[0.0, 0.9987, 0.0013, 0.0]"
6.당황/0033_G2A3E6S0C0_KMA/0033_G2A3E6S0C0_KMA_001470.wav,Embarrassed,아찔하다,ang,0.8879,1,"[0.0, 0.8879, 0.1121, 0.0]"
6.당황/0006_G1A3E6S0C0_LHJ/0006_G1A3E6S0C0_LHJ_001449.wav,Embarrassed,아찔하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
6.당황/0020_G2A4E6S0C0_HGW/0020_G2A4E6S0C0_HGW_001819.wav,Embarrassed,엉뚱하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
6.당황/0020_G2A4E6S0C0_HGW/0020_G2A4E6S0C0_HGW_001792.wav,Embarrassed,어리둥절하다,neu,0.834,0,"[0.834, 0.1658, 0.0003, 0.0]"
6.당황/0006_G1A3E6S0C0_LHJ/0006_G1A3E6S0C0_LHJ_001913.wav,Embarrassed,창피하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
6.당황/0020_G2A4E6S0C0_HGW/0020_G2A4E6S0C0_HGW_000746.wav,Embarrassed,기막히다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
6.당황/0006_G1A3E6S0C0_LHJ/0006_G1A3E6S0C0_LHJ_000796.wav,Embarrassed,기막히다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
6.당황/0006_G1A3E6S0C0_LHJ/0006_G1A3E6S0C0_LHJ_000313.wav,Embarrassed,곤란하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
6.당황/0006_G1A3E6S0C0_LHJ/0006_G1A3E6S0C0_LHJ_000645.wav,Embarrassed,급하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
6.당황/0020_G2A4E6S0C0_HGW/0020_G2A4E6S0C0_HGW_000296.wav,Embarrassed,곤란하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
6.당황/0020_G2A4E6S0C0_HGW/0020_G2A4E6S0C0_HGW_000685.wav,Embarrassed,급하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
6.당황/0006_G1A3E6S0C0_LHJ/0006_G1A3E6S0C0_LHJ_001917.wav,Embarrassed,창피하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
6.당황/0006_G1A3E6S0C0_LHJ/0006_G1A3E6S0C0_LHJ_000515.wav,Embarrassed,곤란하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
6.당황/0006_G1A3E6S0C0_LHJ/0006_G1A3E6S0C0_LHJ_001580.wav,Embarrassed,어리둥절하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
6.당황/0001_G1A3E6S0C0_PSB/0001_G1A3E6S0C0_PSB_001894.wav,Embarrassed,창피하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
6.당황/0006_G1A3E6S0C0_LHJ/0006_G1A3E6S0C0_LHJ_001014.wav,Embarrassed,난데없다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
6.당황/0001_G1A3E6S0C0_PSB/0001_G1A3E6S0C0_PSB_001646.wav,Embarrassed,어리둥절하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
6.당황/0033_G2A3E6S0C0_KMA/0033_G2A3E6S0C0_KMA_000031.wav,Embarrassed,갑작스럽다,ang,0.9889,1,"[0.0, 0.9889, 0.0111, 0.0]"
6.당황/0006_G1A3E6S0C0_LHJ/0006_G1A3E6S0C0_LHJ_000738.wav,Embarrassed,기막히다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
6.당황/0020_G2A4E6S0C0_HGW/0020_G2A4E6S0C0_HGW_001151.wav,Embarrassed,버겁다,ang,0.9653,1,"[0.0005, 0.9653, 0.0341, 0.0]"
6.당황/0006_G1A3E6S0C0_LHJ/0006_G1A3E6S0C0_LHJ_001710.wav,Embarrassed,어리둥절하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
6.당황/0033_G2A3E6S0C0_KMA/0033_G2A3E6S0C0_KMA_001098.wav,Embarrassed,망하다,hap,0.9995,2,"[0.0, 0.0005, 0.9995, 0.0]"
6.당황/0020_G2A4E6S0C0_HGW/0020_G2A4E6S0C0_HGW_001279.wav,Embarrassed,부끄럽다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
6.당황/0033_G2A3E6S0C0_KMA/0033_G2A3E6S0C0_KMA_001070.wav,Embarrassed,남사스럽다,hap,0.8659,2,"[0.0, 0.1341, 0.8659, 0.0]"
6.당황/0006_G1A3E6S0C0_LHJ/0006_G1A3E6S0C0_LHJ_000292.wav,Embarrassed,곤란하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
6.당황/0020_G2A4E6S0C0_HGW/0020_G2A4E6S0C0_HGW_001379.wav,Embarrassed,아찔하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
6.당황/0006_G1A3E6S0C0_LHJ/0006_G1A3E6S0C0_LHJ_001209.wav,Embarrassed,버겁다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
6.당황/0020_G2A4E6S0C0_HGW/0020_G2A4E6S0C0_HGW_000369.wav,Embarrassed,곤란하다,ang,1.0,1,"[0.0, 1.0, 0.0, 0.0]"
6.당황/0001_G1A3E6S0C0_PSB/0001_G1A3E6S0C0_PSB_000685.wav,Embarrassed,급하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
6.당황/0001_G1A3E6S0C0_PSB/0001_G1A3E6S0C0_PSB_001588.wav,Embarrassed,어리둥절하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
6.당황/0020_G2A4E6S0C0_HGW/0020_G2A4E6S0C0_HGW_000196.wav,Embarrassed,갑작스럽다,hap,0.9967,2,"[0.0, 0.0033, 0.9967, 0.0]"
6.당황/0020_G2A4E6S0C0_HGW/0020_G2A4E6S0C0_HGW_000649.wav,Embarrassed,급하다,hap,0.9975,2,"[0.0, 0.0025, 0.9975, 0.0]"
6.당황/0033_G2A3E6S0C0_KMA/0033_G2A3E6S0C0_KMA_000831.wav,Embarrassed,기막히다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
6.당황/0006_G1A3E6S0C0_LHJ/0006_G1A3E6S0C0_LHJ_000754.wav,Embarrassed,기막히다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
6.당황/0001_G1A3E6S0C0_PSB/0001_G1A3E6S0C0_PSB_000510.wav,Embarrassed,곤란하다,neu,1.0,0,"[1.0, 0.0, 0.0, 0.0]"
6.당황/0033_G2A3E6S0C0_KMA/0033_G2A3E6S0C0_KMA_000445.wav,Embarrassed,곤란하다,hap,0.9999,2,"[0.0, 0.0001, 0.9999, 0.0]"
6.당황/0001_G1A3E6S0C0_PSB/0001_G1A3E6S0C0_PSB_001344.wav,Embarrassed,아찔하다,hap,0.6066,2,"[0.0, 0.3934, 0.6066, 0.0]"
6.당황/0033_G2A3E6S0C0_KMA/0033_G2A3E6S0C0_KMA_001923.wav,Embarrassed,창피하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
6.당황/0006_G1A3E6S0C0_LHJ/0006_G1A3E6S0C0_LHJ_000631.wav,Embarrassed,급하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
6.당황/0006_G1A3E6S0C0_LHJ/0006_G1A3E6S0C0_LHJ_000426.wav,Embarrassed,곤란하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
6.당황/0006_G1A3E6S0C0_LHJ/0006_G1A3E6S0C0_LHJ_001863.wav,Embarrassed,엉뚱하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
6.당황/0020_G2A4E6S0C0_HGW/0020_G2A4E6S0C0_HGW_000455.wav,Embarrassed,곤란하다,ang,1.0,1,"[0.0, 1.0, 0.0, 0.0]"
6.당황/0033_G2A3E6S0C0_KMA/0033_G2A3E6S0C0_KMA_001901.wav,Embarrassed,창피하다,hap,0.987,2,"[0.0, 0.013, 0.987, 0.0]"
6.당황/0033_G2A3E6S0C0_KMA/0033_G2A3E6S0C0_KMA_000768.wav,Embarrassed,기막히다,ang,0.9471,1,"[0.0, 0.9471, 0.0529, 0.0]"
6.당황/0033_G2A3E6S0C0_KMA/0033_G2A3E6S0C0_KMA_001348.wav,Embarrassed,아찔하다,ang,0.9946,1,"[0.0, 0.9946, 0.0054, 0.0]"
6.당황/0033_G2A3E6S0C0_KMA/0033_G2A3E6S0C0_KMA_001020.wav,Embarrassed,난데없다,hap,0.998,2,"[0.0, 0.002, 0.998, 0.0]"
6.당황/0033_G2A3E6S0C0_KMA/0033_G2A3E6S0C0_KMA_000444.wav,Embarrassed,곤란하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
6.당황/0001_G1A3E6S0C0_PSB/0001_G1A3E6S0C0_PSB_000657.wav,Embarrassed,급하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
6.당황/0020_G2A4E6S0C0_HGW/0020_G2A4E6S0C0_HGW_001353.wav,Embarrassed,아찔하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
6.당황/0006_G1A3E6S0C0_LHJ/0006_G1A3E6S0C0_LHJ_000428.wav,Embarrassed,곤란하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
7.중립/0028_G2A3E7S0C0_KJS/0028_G2A3E7S0C0_KJS_000084.wav,Neutrality,담백하다,neu,0.9873,0,"[0.9873, 0.0127, 0.0, 0.0]"
7.중립/0028_G2A3E7S0C0_KJS/0028_G2A3E7S0C0_KJS_000893.wav,Neutrality,뚜렷하다,neu,0.9878,0,"[0.9878, 0.0122, 0.0, 0.0]"
7.중립/0028_G2A3E7S0C0_KJS/0028_G2A3E7S0C0_KJS_001383.wav,Neutrality,엄중하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
